,Name,Artist,Acousticness,Danceability,Speechiness,Energy,Liveness,Valence,Key,Mode,Tempo,Duration,Popularity
889,Hairshirt - Remastered,R.E.M.,0.647,0.402,0.035,0.242,0.293,0.302,7.0,1.0,81.594,235907.0,22.0
890,"Prelude No. 25 in C-Sharp Minor, Op. 45",Sofia Mendel,0.985,0.702,0.0518,0.16,0.0956,0.357,9.0,1.0,96.814,259580.0,21.0
891,Qué Culpa Tengo Yo,Patrulla 81,0.437,0.754,0.0658,0.818,0.421,0.963,7.0,1.0,132.013,153093.0,25.0
892,"Étude in E Minor, Op. 25, No. 5",Frédéric Chopin,0.981,0.408,0.0445,0.0432,0.134,0.129,4.0,1.0,67.417,200320.0,26.0
893,25 Lighters (feat. DJ DMD & Lil’ Keke),Fat Pat,0.0705,0.883,0.221,0.554,0.359,0.488,1.0,1.0,138.763,362907.0,23.0
894,"12 Etudes, Op.25: No.5 In E Minor",Frédéric Chopin,0.992,0.3,0.0366,0.148,0.136,0.165,4.0,1.0,98.182,173760.0,24.0
895,Otha Fish,The Pharcyde,0.0626,0.733,0.27,0.914,0.352,0.947,6.0,0.0,76.889,321600.0,26.0
896,Symphony No.29 In A Major K.186a (K. 201): Allegro con spirito,Wolfgang Amadeus Mozart,0.973,0.346,0.0385,0.113,0.135,0.413,9.0,1.0,97.221,306987.0,24.0
897,Losing My Religion 2 - Demo,R.E.M.,0.00663,0.731,0.0296,0.792,0.18,0.957,9.0,0.0,122.099,273968.0,29.0
898,We're Not Here for a Long Time (We're Here for a Good Time),Huey Lewis & The News,0.0891,0.524,0.0608,0.848,0.954,0.554,0.0,1.0,125.222,295133.0,26.0
899,Amigos Nada Más,Los Angeles Azules,0.632,0.67,0.046,0.419,0.0902,0.692,0.0,1.0,82.185,210027.0,24.0
900,Soul Flower - Remix,The Pharcyde,0.2,0.53,0.319,0.883,0.394,0.775,2.0,1.0,102.552,263307.0,23.0
901,"""Susana pasegiata bassa solo"", diminution de la chanson ""Suzanne un jour'' de R. de Lassus",Bartolomé de Selma y Salaverde,0.987,0.272,0.0438,0.0808,0.135,0.122,11.0,1.0,103.387,449840.0,2.0
902,"Rainbow Bridge - Live At The 4th Annual Telluride Bluegrass And Country Festival, Telluride, CO / June 25-26, 1977",New Grass Revival,0.504,0.434,0.0306,0.561,0.934,0.902,9.0,0.0,129.604,219400.0,21.0
903,Energize Brain – 256 Hz,Chakra Healing Music Academy,0.989,0.0901,0.044,0.013,0.167,0.0393,11.0,1.0,70.715,208805.0,22.0
904,Traficantes Michoacanos,Banda Movil,0.709,0.46,0.146,0.462,0.103,0.966,5.0,1.0,208.505,148413.0,18.0
905,"Serenade in D Major, K. 250 Haffner Andante",Music Box Orchestra,0.988,0.613,0.0439,0.18,0.0627,0.505,9.0,1.0,112.008,158315.0,23.0
906,"Prélude No.25 In C Sharp Minor, Op.45",Frédéric Chopin,0.993,0.306,0.0348,0.00886,0.24,0.0911,6.0,0.0,105.536,282013.0,17.0
907,"Rainbow Bridge - Live At The 4th Annual Telluride Bluegrass And Country Festival, Telluride, CO / June 25-26, 1977",New Grass Revival,0.504,0.434,0.0306,0.561,0.934,0.902,9.0,0.0,129.604,219400.0,21.0
908,Healing The Mind With Hydration,Rain Sounds,0.956,0.245,0.0455,0.224,0.134,0.16,0.0,1.0,111.562,144000.0,24.0
909,Buscando Novia,Los Potros,0.546,0.776,0.0471,0.648,0.176,0.883,7.0,1.0,105.076,135960.0,22.0
910,"Chorale Preludes: No. 25, Valet will ich dir geben, BWV 736",Johann Sebastian Bach,0.574,0.15,0.0359,0.158,0.126,0.0486,3.0,1.0,105.417,359960.0,22.0
911,Fake Empire - Live at Berkeley 9/25/18,The National,0.000453,0.289,0.0418,0.544,0.961,0.16,0.0,1.0,103.803,239148.0,22.0
912,Mama Come Quick,Toby Keith,0.673,0.672,0.0321,0.47,0.141,0.328,5.0,1.0,138.131,202267.0,23.0
913,Capricho Maldito,Los Rieleros Del Norte,0.601,0.226,0.0316,0.593,0.083,0.394,5.0,1.0,73.582,239827.0,21.0
914,"Etudes, Op. 25: No. 10 in B Minor",Frédéric Chopin,0.991,0.278,0.0473,0.189,0.102,0.0424,11.0,1.0,70.575,248760.0,23.0
915,"Divertimento No.11 in D, K.251 ""Nannerl-Septett"": 4a. Menuetto (Tema con variazioni): Tema",Wolfgang Amadeus Mozart,0.955,0.625,0.052,0.173,0.212,0.888,9.0,1.0,116.715,39733.0,22.0
916,"12 Études, Op. 25: Étude No. 12 in C Minor",Frédéric Chopin,0.967,0.287,0.0318,0.159,0.123,0.0638,5.0,0.0,74.098,157267.0,27.0
917,The Boys of 25 / The Glass of Beer,Aly Bain,0.634,0.533,0.0417,0.861,0.285,0.969,7.0,1.0,121.252,159267.0,24.0
918,San Luis Potosí,Banda Roja,0.406,0.797,0.0808,0.722,0.0562,0.941,0.0,1.0,137.933,198117.0,26.0
919,"Symphony No.38 In D, K.504 ""Prague"": 2. Andante",Wolfgang Amadeus Mozart,0.989,0.203,0.0375,0.0197,0.267,0.0407,7.0,1.0,99.242,550627.0,24.0
920,"Symphony No. 2 in C Minor, Op. 17, TH 25 ""Little Russian"": IV. Finale. Moderato assai - Allegro vivo",Pyotr Ilyich Tchaikovsky,0.932,0.288,0.049,0.263,0.272,0.0726,0.0,1.0,78.772,621000.0,15.0
921,You're Worthy Of My Praise - Instrumental,Maranatha! Instrumental,0.233,0.656,0.0316,0.707,0.101,0.47,0.0,1.0,106.96,229653.0,22.0
922,"Symphony No.25 In G Minor, K. 173dB (K.183): Allegro",Wolfgang Amadeus Mozart,0.986,0.435,0.0431,0.158,0.142,0.516,7.0,0.0,93.934,356813.0,24.0
923,Los Pilares De La Carcel,Valentín Elizalde,0.557,0.805,0.0332,0.514,0.304,0.978,3.0,1.0,102.565,183253.0,23.0
924,"Carmen Fantasy, Op.25: 2. Lento assai",Pablo de Sarasate,0.833,0.276,0.0471,0.0765,0.136,0.0396,9.0,0.0,95.185,131200.0,15.0
925,"12 Etudes, Op.25: No.4 In A Minor",Frédéric Chopin,0.995,0.378,0.0435,0.141,0.0833,0.808,2.0,0.0,177.673,100267.0,22.0
926,This Is the Picture - Live,Peter Gabriel,0.673,0.589,0.0906,0.803,0.959,0.806,5.0,0.0,94.008,356322.0,23.0
927,Hazme Olvidarla,Conjunto Primavera,0.205,0.679,0.0335,0.694,0.0349,0.718,2.0,1.0,102.912,179333.0,28.0
928,"Mazurkas No. 25 in B Minor, Op. 33-4 (Frédéric Chopin)",Noboru Fujioka,0.791,0.433,0.0533,0.0469,0.13,0.332,7.0,1.0,85.003,258828.0,21.0
929,"Symphony No.1 In D, Op.25 ""Classical Symphony"": 1. Allegro",Sergei Prokofiev,0.939,0.616,0.0329,0.115,0.141,0.507,7.0,1.0,98.036,253827.0,14.0
930,"Bagatelle No. 25 in A Minor, WoO 59 ""Für Elise""",Ludwig van Beethoven,0.987,0.289,0.0446,0.0306,0.102,0.118,9.0,0.0,125.61,212067.0,27.0
931,Fantastic Freaks At the Dixie,Fantastic Freaks,0.517,0.521,0.236,0.99,0.159,0.577,2.0,1.0,109.728,386147.0,18.0
932,"Bagatelle No. 25 in A minor, ""Für Elise""",Mezza Kids,0.954,0.386,0.0399,0.229,0.112,0.468,9.0,0.0,136.987,165378.0,26.0
933,Just We Two (Mona Lisa),Modern Talking,0.0894,0.744,0.0335,0.877,0.279,0.845,0.0,1.0,118.216,236627.0,23.0
934,Hoy Te Vas,Los Caminantes,0.573,0.68,0.0261,0.779,0.352,0.72,0.0,1.0,96.906,178440.0,17.0
935,Macedonian Morning,Bill Whelan,0.948,0.226,0.0396,0.129,0.129,0.0464,2.0,1.0,79.762,179133.0,23.0
936,Rest Your Love On Me,Conway Twitty,0.211,0.47,0.0338,0.381,0.162,0.355,3.0,1.0,141.215,270413.0,17.0
937,Radio - Acoustic (Radio Song 1) - Demo,R.E.M.,0.5,0.496,0.0261,0.548,0.261,0.569,9.0,1.0,110.987,252944.0,27.0
938,"Loser - Live at Capital Centre, September 25, 1976",Grateful Dead,0.799,0.601,0.0304,0.299,0.733,0.426,7.0,1.0,99.776,497893.0,18.0
939,Sincérité,Coupé-Cloué,0.742,0.57,0.092,0.277,0.0946,0.514,2.0,1.0,92.724,253800.0,3.0
940,Remain,The Great Divide,0.0293,0.572,0.0276,0.563,0.0967,0.379,9.0,1.0,91.684,224602.0,12.0
941,"Tibetan Bells - 25 Minutes of Tibetan Bells, Drones and Voices from Tibet for Yoga and Meditation",TCO,0.51,0.187,0.04,0.102,0.0807,0.023,5.0,1.0,131.763,1503675.0,21.0
942,"Symphony No. 1, Op. 25 in D ""Classical"": Allegro con brio",Sergei Prokofiev,0.801,0.467,0.0337,0.0365,0.285,0.337,4.0,0.0,98.592,253960.0,16.0
943,25 Horas Al Dia,Banda Rafaga,0.836,0.633,0.286,0.488,0.0824,0.909,7.0,1.0,156.24,187880.0,25.0
944,"String Quartet No. 3, ""Mishima"": II. November 25: Ichigaya",Philip Glass,0.995,0.25,0.0413,0.0169,0.136,0.0887,2.0,0.0,61.721,86280.0,16.0
945,Estimated Prophet -> - Live 2018-10-25,Joe Russo's Almost Dead,0.578,0.501,0.0644,0.344,0.499,0.409,7.0,1.0,128.095,624400.0,12.0
946,Kenaniah,Petra,0.136,0.6,0.041,0.948,0.24,0.709,0.0,1.0,118.839,224613.0,21.0
947,"Sonata No. 25 in G, Op. 79 I. Presto Alla Tedesca",Lee Wai Chen,0.995,0.407,0.0693,0.0233,0.174,0.104,7.0,1.0,181.098,337346.0,17.0
948,"Etudes, Op. 25: No. 12 in C Minor ""Ocean""",Frédéric Chopin,0.961,0.262,0.0335,0.184,0.108,0.0385,5.0,0.0,130.906,181040.0,23.0
949,Mujeres Bravas,Los Rehenes,0.715,0.656,0.0525,0.525,0.183,0.926,0.0,1.0,184.321,196347.0,29.0
950,We Fall Down,Kutless,0.00108,0.34,0.0324,0.66,0.105,0.392,6.0,1.0,159.989,190253.0,24.0
951,"12 Etudes, Op.25: No.8 In D Flat",Frédéric Chopin,0.992,0.356,0.0486,0.262,0.0884,0.251,1.0,1.0,110.245,67080.0,14.0
952,The System Only Dreams in Total Darkness - Live at Berkeley 9/25/18,The National,0.00224,0.478,0.155,0.654,0.618,0.348,10.0,0.0,114.049,288009.0,26.0
953,Cuando Regreses,Patrulla 81,0.0523,0.589,0.0303,0.533,0.298,0.572,7.0,1.0,139.975,204427.0,29.0
954,Strictly Business,EPMD,0.155,0.661,0.211,0.899,0.103,0.748,10.0,0.0,96.309,284067.0,19.0
955,"12 Etudes, Op.25: No.11 In A Minor",Frédéric Chopin,0.981,0.405,0.0385,0.209,0.11,0.0929,0.0,1.0,61.015,218773.0,18.0
956,"Creeping Death (Live at the Aragon Ballroom, Chicago, IL - May 25th, 1986)",Metallica,0.108,0.235,0.143,0.987,0.93,0.115,4.0,0.0,128.81,382278.0,19.0
957,I Think it is Beautiful that You are 256 Colors Too,Black Moth Super Rainbow,0.613,0.388,0.271,0.8,0.324,0.147,8.0,0.0,134.435,186307.0,24.0
958,Outro - Jewlz da Hoodwatcher,257ers,0.0265,0.706,0.105,0.518,0.0711,0.489,0.0,1.0,119.885,128933.0,18.0
959,Modern Chemistry,NAVVI,0.0131,0.731,0.0381,0.467,0.109,0.283,1.0,1.0,118.034,308412.0,13.0
960,Rise,Element A.U.,0.232,0.723,0.382,0.943,0.475,0.727,10.0,0.0,169.846,240000.0,27.0
961,Acroyali - Remastered,Yanni,0.896,0.201,0.0353,0.308,0.168,0.0387,0.0,0.0,84.677,120947.0,29.0
962,ASMR Fall Asleep in 25 Minutes Part 2,Tingting ASMR,0.000907,0.435,0.128,0.00427,0.108,0.115,10.0,0.0,121.225,297964.0,16.0
963,"Greek Folk Song Suite, Op. 25: III. Vasiliokos tha jino",Franco Cesarini,0.979,0.482,0.0421,0.317,0.0748,0.29,7.0,0.0,85.312,197440.0,14.0
964,Forever,Maranatha! Instrumental,0.285,0.592,0.0265,0.713,0.104,0.464,7.0,1.0,122.024,298040.0,27.0
965,"Only Wanna Be With You (""Kootchypop"" Version) - 2019 Remaster",Hootie & The Blowfish,0.244,0.424,0.0378,0.839,0.128,0.578,6.0,1.0,106.063,221027.0,23.0
966,How He Loves,Maranatha! Instrumental,0.515,0.461,0.0265,0.402,0.0969,0.0729,0.0,1.0,149.958,327240.0,28.0
967,La Fuerza Del Destino,Liberación,0.456,0.702,0.0363,0.754,0.363,0.701,0.0,1.0,83.518,187213.0,25.0
968,Polyester Girl,Regurgitator,0.00652,0.746,0.0295,0.841,0.101,0.964,8.0,1.0,107.941,210840.0,17.0
969,Miss Chatelaine,k.d. lang,0.179,0.53,0.0405,0.623,0.117,0.32,4.0,1.0,103.085,229613.0,30.0
970,"25 Preludes dans tous les tons majeurs et mineurs, Op. 31: No. 13. J'etais endormie, mais mon coeur veillait",Charles-Valentin Alkan,0.995,0.426,0.0474,0.14,0.0921,0.0572,6.0,1.0,117.888,130293.0,24.0
971,Rain in a Car - Part 25,Background Noise From TraxLab,0.782,0.261,0.0644,0.997,0.957,0.00762,2.0,1.0,59.511,60684.0,24.0
972,Otha Fish,The Pharcyde,0.0626,0.733,0.27,0.914,0.352,0.947,6.0,0.0,76.889,321600.0,26.0
973,Onenemy (25th Anniversary Mix) - Instrumental,Circle of Dust,0.000114,0.515,0.0472,0.951,0.167,0.244,1.0,1.0,134.016,295522.0,1.0
974,"Chopin Etudes, Opus 25 (1836) No. 11 - Winter Wind",Chopin,0.923,0.228,0.0359,0.281,0.165,0.213,9.0,0.0,179.862,195949.0,26.0
975,"Etudes, Op. 25: No. 11 in A Minor",Frédéric Chopin,0.979,0.339,0.0387,0.233,0.101,0.0665,9.0,0.0,115.421,220307.0,23.0
976,Natte la ou tande,Coupé-Cloué,0.802,0.606,0.109,0.468,0.313,0.825,7.0,1.0,116.967,584627.0,4.0
977,"Myrthen, Op. 25: No. 1, Widmung",Robert Schumann,0.987,0.29,0.0602,0.0996,0.109,0.0871,8.0,1.0,74.029,139000.0,20.0
978,"Oh, Pretty Woman (with John Fogerty)",Bruce Springsteen,0.296,0.464,0.0497,0.869,0.91,0.655,9.0,1.0,124.824,194680.0,13.0
979,Let Those Who Are in Favour with Their Stars (Sonnet 25),Poetaster,0.861,0.709,0.544,0.331,0.127,0.264,10.0,0.0,97.511,72399.0,22.0
980,Pa Lo Que Sufren - En Vivo,La Banda Gorda,0.796,0.592,0.0561,0.491,0.652,0.924,11.0,0.0,125.469,306112.0,4.0
981,El Hijo Del Toro Moro,Banda Movil,0.718,0.768,0.206,0.708,0.125,0.972,7.0,1.0,141.752,133653.0,23.0
982,Melodic Ideas 25,Sounders,0.00369,0.756,0.0307,0.895,0.0707,0.804,1.0,0.0,128.002,62000.0,18.0
983,Modern Chemistry,NAVVI,0.0131,0.731,0.0381,0.467,0.109,0.283,1.0,1.0,118.034,308412.0,13.0
984,Some Kinda Good Kinda Hold On Me,Toby Keith,0.119,0.733,0.0387,0.71,0.076,0.69,4.0,1.0,128.319,211227.0,24.0
985,"12 Etudes, Op.25: No.11 In A Minor ""Winter Wind""",Frédéric Chopin,0.987,0.298,0.04,0.345,0.117,0.0789,0.0,1.0,120.106,211667.0,28.0
986,Estúpida con actuación especial de Johnny Arreola de Los Palominos,Siggno,0.0342,0.619,0.0249,0.605,0.227,0.474,5.0,1.0,125.954,244720.0,27.0
987,Regen und Donner - Teil 25,Regengeräusche Orchester,0.0314,0.24,0.425,0.988,0.682,0.00633,1.0,1.0,52.388,83219.0,24.0
988,Plus qu'hier et moins que demain,Mino,0.178,0.649,0.417,0.804,0.0278,0.254,9.0,1.0,97.898,114627.0,3.0
989,"Concerto for 2 Organs in C Minor, BWV 1060: III. Allegro",Johann Sebastian Bach,0.945,0.477,0.0281,0.218,0.0854,0.558,0.0,0.0,98.072,226053.0,1.0
990,"Étude in E Minor, Op. 25, No. 5",Frédéric Chopin,0.981,0.408,0.0445,0.0432,0.134,0.129,4.0,1.0,67.417,200320.0,26.0
991,25igscht,Möchtegang,0.285,0.722,0.152,0.765,0.122,0.675,10.0,0.0,96.006,223719.0,12.0
992,"12 Etudes, Op.25: No.6 In G-Sharp Minor",Frédéric Chopin,0.986,0.259,0.039,0.191,0.0865,0.119,1.0,0.0,141.523,128400.0,19.0
993,"Ocean Sounds, Pt. 25",Sleepy John,0.9,0.324,0.0425,0.423,0.192,0.0207,0.0,1.0,174.786,60857.0,28.0
994,Intro,257ers,0.152,0.719,0.267,0.86,0.0817,0.793,7.0,1.0,102.027,135160.0,24.0
995,The Spelling Rules / My Favorite Moment of the Bee 1,25th Annual Putnam County Spelling Bee Original Cast,0.802,0.527,0.155,0.289,0.106,0.487,2.0,1.0,169.072,101947.0,28.0
996,No Sé Vivir Sin Ti,Conjunto Primavera,0.0698,0.467,0.0305,0.537,0.145,0.556,10.0,1.0,146.465,213253.0,20.0
997,"Divertimento No. 11 in D Major, K. 251: III. Andantino - Allegretto",Wolfgang Amadeus Mozart,0.92,0.279,0.0421,0.0727,0.188,0.203,9.0,1.0,130.693,224760.0,26.0
998,Etude Op. 25 : No. 12 in C Minor,Frédéric Chopin,0.986,0.183,0.0333,0.173,0.112,0.0736,5.0,0.0,75.121,166253.0,13.0
999,Dulce Ivonne - En Vivo,Liran' Roll,0.148,0.398,0.0665,0.938,0.88,0.589,2.0,1.0,75.667,278813.0,29.0
