,Name,Artist,Acousticness,Danceability,Speechiness,Energy,Liveness,Valence,Key,Mode,Tempo,Duration,Popularity
357,Etude Op. 25 : No. 3 in F Major,Frédéric Chopin,0.994,0.371,0.0427,0.122,0.131,0.222,5.0,1.0,137.272,117000.0,13.0
358,"Tzigane, M. 76",Maurice Ravel,0.954,0.411,0.0543,0.133,0.055,0.163,2.0,1.0,117.281,570827.0,24.0
359,I Can't Stop Loving You,Conway Twitty,0.661,0.429,0.0288,0.263,0.494,0.435,0.0,1.0,107.24,167946.0,24.0
360,"Serenade in D, K.250 ""Haffner"": 8b. Allegro assai",Wolfgang Amadeus Mozart,0.953,0.396,0.0414,0.165,0.0468,0.418,2.0,1.0,108.874,377000.0,12.0
361,Etude Op. 25 : No. 5 in E Minor,Frédéric Chopin,0.994,0.248,0.0467,0.056,0.0984,0.0636,4.0,1.0,63.91,222533.0,14.0
362,"12 Etudes, Op.25: No.3 In F",Frédéric Chopin,0.993,0.319,0.0334,0.123,0.0822,0.479,0.0,1.0,130.967,111200.0,30.0
363,"St John Passion BWV 245, Pt. 2: No. 25a, ""Allda dreuzigten sie ihn Evangelist"" - 25b, ""Schreibe nicht / der Juden Konig"" - 25c, ""Pilatus antwortete Evangelist, Pilatus""",Johann Sebastian Bach,0.931,0.43,0.0467,0.0429,0.142,0.37,9.0,1.0,126.509,122347.0,1.0
364,Etude Op. 10 : No. 9 in F Minor,Frédéric Chopin,0.991,0.404,0.0425,0.15,0.0968,0.124,1.0,1.0,116.166,145280.0,14.0
365,Il était une fois le centre ville,Mino,0.151,0.489,0.339,0.758,0.349,0.114,7.0,1.0,173.763,267160.0,4.0
366,Like Me,Element A.U.,0.213,0.845,0.257,0.843,0.129,0.187,10.0,0.0,150.049,163400.0,28.0
367,"The Enemy Inside - Live at the Boston Opera House, Boston, MA, 3/25/2014",Dream Theater,0.00014,0.358,0.201,0.97,0.963,0.208,4.0,0.0,144.11,377693.0,26.0
368,La Yaquesita,AJR All-Stars,0.0544,0.842,0.0593,0.626,0.0716,0.819,10.0,0.0,123.302,219402.0,22.0
369,"Symphony No. 1, Op. 25 in D ""Classical"": Larghetto",Sergei Prokofiev,0.746,0.236,0.0391,0.00827,0.114,0.039,9.0,1.0,108.905,243107.0,27.0
370,D-I-V-O-R-C-E,Tammy Wynette,0.676,0.653,0.0354,0.29,0.113,0.617,9.0,1.0,98.687,176573.0,30.0
371,"Chopin: Etude in F Major, Op. 25 No. 3",Frédéric Chopin,0.986,0.228,0.0318,0.284,0.0831,0.381,0.0,1.0,131.487,110840.0,25.0
372,Traigo Fuego - En Vivo,La Banda Gorda,0.725,0.531,0.0904,0.568,0.318,0.753,2.0,1.0,174.0,180981.0,5.0
373,"Mozart: Piano Concerto No. 25 in C Major, K. 503: I. Allegro maestoso",Wolfgang Amadeus Mozart,0.982,0.345,0.038,0.105,0.0815,0.217,0.0,1.0,135.093,937240.0,28.0
374,Fragile,Sting,0.897,0.323,0.0345,0.276,0.109,0.304,11.0,0.0,81.918,234507.0,19.0
375,"No Llegó, No Llegó",Los Rehenes,0.373,0.671,0.0403,0.56,0.0901,0.962,7.0,1.0,163.739,183933.0,18.0
376,We're All We Need (ABGT250) - ilan Bluestone Remix / ABGT250 Acoustic Edit,Above & Beyond,0.0147,0.504,0.0558,0.563,0.739,0.175,3.0,1.0,129.612,264236.0,24.0
377,D-I-V-O-R-C-E,Tammy Wynette,0.676,0.653,0.0354,0.29,0.113,0.617,9.0,1.0,98.687,176573.0,30.0
378,"Violin Concerto in E-Flat Major, Op. 8, No. 5, RV 253, ""La tempesta di mare"": I. Presto",Antonio Vivaldi,0.914,0.532,0.0406,0.549,0.147,0.668,3.0,1.0,112.705,202902.0,19.0
379,"Bagatelle No. 25 in A Minor, ""Für Elise"", WoO 59",Ludwig van Beethoven,0.985,0.238,0.0418,0.0491,0.108,0.105,9.0,0.0,132.837,206373.0,29.0
380,Modern Chemistry - Single Edit,NAVVI,0.00887,0.744,0.0386,0.508,0.112,0.45,1.0,1.0,118.017,244068.0,8.0
381,"12 Etudes, Op. 25: Etude No. 23 in A Minor, Op. 25, No. 11, ""Winter Wind""",Frédéric Chopin,0.957,0.341,0.041,0.233,0.161,0.0993,9.0,0.0,120.561,216547.0,18.0
382,"Études, Op. 25: No. 4 in A Minor",Frédéric Chopin,0.994,0.571,0.0453,0.0897,0.0976,0.604,2.0,0.0,100.645,92733.0,9.0
383,"12 Etudes, Op.25: No.7 In C-Sharp Minor",Frédéric Chopin,0.995,0.334,0.0481,0.0187,0.0983,0.0386,1.0,0.0,87.205,321573.0,19.0
384,Milky Way Wishes: Staff Credits (Live),Tokyo Philharmonic Orchestra,0.865,0.284,0.049,0.406,0.689,0.158,7.0,1.0,125.843,167284.0,17.0
385,"Symphony No. 25 in G Minor, K. 183: 1. Allegro Con Brio - Edit",Wolfgang Amadeus Mozart,0.981,0.387,0.0381,0.326,0.194,0.283,7.0,0.0,84.384,263442.0,22.0
386,"Études, Op. 25: No. 9 in G-Flat Major ""Butterfly""",Frédéric Chopin,0.987,0.364,0.0386,0.267,0.125,0.763,1.0,1.0,115.093,58467.0,18.0
387,Find The River,R.E.M.,0.156,0.422,0.0271,0.511,0.088,0.265,2.0,1.0,144.396,232560.0,30.0
388,"12 Etudes, Op.25: No.1 In A Flat",Frédéric Chopin,0.993,0.288,0.036,0.00885,0.0751,0.0402,8.0,1.0,67.015,145280.0,1.0
389,Prayer of the Comfort Counselor,25th Annual Putnam County Spelling Bee Original Cast,0.771,0.488,0.0446,0.387,0.544,0.528,9.0,0.0,103.898,140280.0,29.0
390,A Tu Salud,Los Remis,0.352,0.637,0.161,0.575,0.318,0.913,8.0,1.0,180.022,199133.0,26.0
391,Rain in a Car - Part 25,Background Noise From TraxLab,0.782,0.261,0.0644,0.997,0.957,0.00762,2.0,1.0,59.511,60684.0,24.0
392,"Madrigal ""Ancor che co'l partire""",Cipriano de Rore,0.992,0.292,0.0474,0.075,0.0897,0.232,9.0,0.0,83.239,126307.0,2.0
393,"Prichudi, Op. 25: I. Andante semplice e narrante",Nikolai Myaskovsky,0.995,0.547,0.0978,0.00772,0.0557,0.126,9.0,0.0,64.73,118133.0,18.0
394,Eres - En Vivo,Tropical Del Bravo,0.0318,0.684,0.0306,0.762,0.836,0.921,10.0,1.0,97.207,158093.0,26.0
395,Fantastic Freaks At the Dixie,Fantastic Freaks,0.517,0.521,0.236,0.99,0.159,0.577,2.0,1.0,109.728,386147.0,18.0
396,Why We Like Spelling,25th Annual Putnam County Spelling Bee Original Cast,0.824,0.683,0.0494,0.321,0.133,0.469,5.0,1.0,87.639,171307.0,26.0
397,"12 Etudes, Op.25: No.6 In G Sharp Minor",Frédéric Chopin,0.988,0.265,0.0348,0.203,0.1,0.128,8.0,0.0,143.574,121600.0,22.0
398,The Wrong Child - Remastered,R.E.M.,0.725,0.554,0.0297,0.451,0.299,0.714,2.0,1.0,115.031,218333.0,22.0
399,"A Change of Seasons I - The Crimson Sunrise - Live at Le Bataclan, Paris, France, 6/25/1998",Dream Theater,6.24e-05,0.276,0.0476,0.787,0.381,0.318,11.0,0.0,137.13,236907.0,21.0
400,Andalucía,Bill Whelan,0.706,0.608,0.0331,0.518,0.1,0.553,9.0,0.0,110.025,261933.0,24.0
401,Etude Op. 10 : No. 6 in E-Flat Minor,Frédéric Chopin,0.996,0.311,0.035,0.00625,0.102,0.0754,8.0,0.0,68.286,195987.0,15.0
402,"12 Etudes, Op.25: No.2 In F Minor",Frédéric Chopin,0.992,0.259,0.0352,0.11,0.0939,0.191,5.0,0.0,71.139,86973.0,29.0
403,Loco Por Ti,Los Bukis,0.704,0.728,0.0242,0.76,0.047,0.968,2.0,1.0,104.757,234320.0,18.0
404,"Bagatelle No. 25 in A Minor, WoO 59 ""Für Elise""",Ludwig van Beethoven,0.994,0.21,0.0454,0.0433,0.0723,0.36,2.0,0.0,71.955,162493.0,7.0
405,La 25ème image (feat. Daddy Nuttea),Iam,0.0386,0.706,0.0396,0.799,0.267,0.517,7.0,1.0,92.796,319547.0,4.0
406,"Études, Op. 25: No. 3 in F Major",Frédéric Chopin,0.991,0.32,0.0333,0.101,0.0695,0.293,0.0,1.0,141.832,110213.0,9.0
407,Selling The Drama,Live,0.00572,0.457,0.0608,0.896,0.127,0.291,6.0,1.0,124.514,206147.0,30.0
408,Negra Ron Y Velas,Jorge Meza Y Su Tropi Colombia,0.186,0.709,0.0517,0.638,0.0463,0.912,1.0,1.0,82.563,288213.0,21.0
409,Your Beloved,Vineyard Worship,0.648,0.39,0.0301,0.272,0.0709,0.122,7.0,1.0,71.966,401093.0,29.0
410,Main Title: Theme From Battlestar Galictica,Los Angeles Philharmonic,0.921,0.178,0.0349,0.373,0.143,0.152,0.0,1.0,90.688,91413.0,25.0
411,"12 Etudes, Op.25: No.9 In G Flat",Frédéric Chopin,0.987,0.415,0.0453,0.28,0.132,0.721,1.0,1.0,121.601,56493.0,15.0
412,"12 Etudes, Op.25: No.6 In G-Sharp Minor",Frédéric Chopin,0.986,0.259,0.039,0.191,0.0865,0.119,1.0,0.0,141.523,128400.0,19.0
413,"Trial of Tears - Live at the Boston Opera House, Boston, MA, 3/25/2014",Dream Theater,0.00636,0.23,0.0808,0.907,0.83,0.193,1.0,1.0,118.406,922573.0,24.0
414,Sleepy Showers,Rain Sounds,0.936,0.302,0.0391,0.196,0.103,0.346,4.0,0.0,150.061,115000.0,21.0
415,Pink Rabbits - Live at Berkeley 9/25/18,The National,0.0016,0.319,0.0386,0.41,0.698,0.185,9.0,1.0,116.392,266553.0,24.0
416,"Sugaree - Live at Capital Centre, September 25, 1976",Grateful Dead,0.75,0.625,0.0317,0.499,0.935,0.731,4.0,1.0,116.393,660933.0,15.0
417,"Enigma Machine - Live at the Boston Opera House, Boston, MA, 3/25/2014",Dream Theater,4.45e-05,0.219,0.179,0.963,0.935,0.146,7.0,1.0,89.957,500973.0,23.0
418,The Fruit Of The Spirit - Galatians 5:22 & 25,Steve Green,0.331,0.935,0.0767,0.541,0.0408,0.919,5.0,1.0,119.975,119000.0,27.0
419,"Black Throated Wind - Live at Lyceum, London, England 5/25/1972",Grateful Dead,0.727,0.532,0.0394,0.435,0.164,0.47,9.0,1.0,145.275,367720.0,16.0
420,After The Fire Is Gone,Conway Twitty,0.733,0.566,0.0311,0.283,0.0957,0.622,4.0,1.0,52.186,158386.0,27.0
421,"Mazurkas, Op. 59: No. 3 in F-Sharp Minor, Vivace",Frédéric Chopin,0.995,0.293,0.0427,0.045,0.0921,0.142,1.0,0.0,70.573,224800.0,23.0
422,Selling The Drama,Live,0.00572,0.457,0.0608,0.896,0.127,0.291,6.0,1.0,124.514,206147.0,30.0
423,Come On In My Kitchen - SA.2585-2,Robert Johnson,0.918,0.661,0.0433,0.175,0.353,0.646,5.0,1.0,104.251,164613.0,24.0
424,El Rezao - En Vivo,Tropical Del Bravo,0.161,0.623,0.0542,0.767,0.624,0.903,0.0,1.0,139.885,162873.0,27.0
425,El Coleadero,Banda La Autentica,0.432,0.628,0.0384,0.405,0.0589,0.957,2.0,1.0,135.993,173976.0,30.0
426,Downtown (feat. Petula Clark),The Saw Doctors,0.172,0.457,0.0688,0.89,0.12,0.526,11.0,1.0,122.634,182575.0,30.0
427,12 - Teufelskicker und Revolverheld - Teil 25,Teufelskicker,0.712,0.609,0.532,0.785,0.69,0.743,2.0,1.0,110.085,89907.0,23.0
428,Wish I Didn't Know Now,Toby Keith,0.462,0.77,0.036,0.815,0.323,0.829,7.0,1.0,117.082,206307.0,29.0
429,Limosnero De Cariño,Los Rehenes,0.36,0.487,0.0308,0.611,0.0916,0.683,5.0,1.0,84.2,196027.0,28.0
430,"12 Etudes, Op.25: No. 11 in A minor ""Winter Wind""",Frédéric Chopin,0.984,0.254,0.041,0.192,0.101,0.0992,9.0,0.0,165.188,206000.0,20.0
431,Brown-Eyed Woman - Live 2018-10-25,Joe Russo's Almost Dead,0.305,0.514,0.0323,0.676,0.296,0.786,1.0,0.0,110.939,495600.0,24.0
432,Mozart : Piano Concerto No.25 in C major K503 : II Andante,Wolfgang Amadeus Mozart,0.987,0.227,0.0427,0.0387,0.0626,0.116,5.0,1.0,84.237,461693.0,21.0
433,"12 Etudes, Op.25: No.1 In A Flat ""Harp Study""",Frédéric Chopin,0.992,0.259,0.0337,0.0566,0.0944,0.0392,8.0,1.0,103.157,132560.0,23.0
434,"Help on the Way - Live at Boston Garden, September 25, 1991",Grateful Dead,0.747,0.647,0.0352,0.35,0.471,0.739,0.0,0.0,95.472,255267.0,16.0
435,"Alice In Wonderland - Take 1 / Live At The Village Vanguard, NYC; 6/25/1961",Bill Evans Trio,0.882,0.453,0.0341,0.327,0.671,0.448,0.0,1.0,88.806,423760.0,29.0
436,"Études, Op. 25: No. 9 in G-Flat Major ""Butterfly""",Frédéric Chopin,0.987,0.364,0.0386,0.267,0.125,0.763,1.0,1.0,115.093,58467.0,18.0
437,"12 Etudes, Op.25: No.9 In G Flat",Frédéric Chopin,0.987,0.415,0.0453,0.28,0.132,0.721,1.0,1.0,121.601,56493.0,15.0
438,"Three Year Old - Live At Wells Fargo Arena, Philadelphia, PA / January 25, 2017",Eric Church,0.2,0.593,0.0386,0.446,0.963,0.396,10.0,1.0,77.227,246480.0,23.0
439,Outro - Jewlz da Hoodwatcher,257ers,0.0265,0.706,0.105,0.518,0.0711,0.489,0.0,1.0,119.885,128933.0,18.0
440,"Violin Sonata No. 25 in D Minor, B. d2: III. Allegro assai",Giuseppe Tartini,0.989,0.656,0.142,0.0279,0.105,0.776,10.0,1.0,113.014,86448.0,2.0
441,Better Is One Day - Instrumental,Maranatha! Instrumental,0.114,0.491,0.0257,0.568,0.0736,0.487,0.0,1.0,171.902,278347.0,22.0
442,"Lied ohne Worte (Song without Words), Op. 62, MWV SD 29: Lieder ohne Worte (Songs without Words), Book 5, Op. 62: No. 25 in G Major, Op. 62, No. 1",Felix Mendelssohn,0.996,0.434,0.0473,0.0066,0.0658,0.119,7.0,1.0,115.626,199947.0,20.0
443,"Let It Grow - Live at Capital Centre, September 25, 1976",Grateful Dead,0.692,0.422,0.038,0.555,0.69,0.57,4.0,0.0,151.335,745867.0,13.0
444,"Nedvarvning och acceptans, del 25",Stressmottagningen,0.948,0.378,0.0542,0.00506,0.115,0.189,0.0,1.0,97.681,37107.0,17.0
445,Holy Is The Lord,Maranatha! Praise Band,0.069,0.506,0.026,0.552,0.205,0.358,9.0,1.0,82.945,273360.0,20.0
446,"Ash Like Snow (From ""機動戦士ガンダム00"" 1st #14〜25 OP)",Yuko Koura,0.000973,0.32,0.0527,0.906,0.381,0.258,4.0,0.0,166.278,270036.0,26.0
447,Kirby's 25th Anniversary: Grand Opening (Live),Tokyo Philharmonic Orchestra,0.899,0.37,0.0375,0.285,0.674,0.253,5.0,1.0,72.36,130597.0,23.0
448,"Lord, I Lift Your Name On High",Maranatha! Instrumental,0.84,0.564,0.0468,0.399,0.119,0.125,2.0,1.0,74.984,264373.0,30.0
449,Eres - En Vivo,Tropical Del Bravo,0.0318,0.684,0.0306,0.762,0.836,0.921,10.0,1.0,97.207,158093.0,26.0
450,Cupido Loco,Grupo Impacto De Montemorelos,0.198,0.902,0.0526,0.677,0.0503,0.942,7.0,1.0,93.956,157880.0,18.0
451,Bad Side Of 25,Patrick Stump,0.0149,0.665,0.0825,0.812,0.459,0.468,0.0,1.0,148.98,324187.0,23.0
452,"Bagatelle No. 25 in A Minor, ""Für Elise"", WoO 59",Lang Lang,0.985,0.256,0.0427,0.0701,0.0669,0.0987,5.0,1.0,131.156,207627.0,3.0
453,The Womb,White Noise Baby Sleep,0.789,0.224,0.0658,0.327,0.112,0.102,1.0,1.0,88.021,149615.0,26.0
454,The Attack On the House - Instrumental,John Williams,0.947,0.285,0.0486,0.112,0.665,0.0796,7.0,1.0,77.166,413200.0,27.0
455,El 25 de Durango,Diego Sierra,0.56,0.514,0.0382,0.566,0.0901,0.961,2.0,1.0,88.31,204983.0,20.0
456,"12 Etudes, Op.25: No.5 In E Minor",Frédéric Chopin,0.992,0.327,0.044,0.0768,0.137,0.146,4.0,1.0,80.647,232093.0,20.0
457,"Brown Eyed Women - Live at Lyceum, London, England 5/25/1972",Grateful Dead,0.714,0.701,0.0401,0.506,0.661,0.751,4.0,1.0,113.897,235320.0,20.0
458,I Still Havent Found What I'm Looking For (with Bruce Springsteen),U2,0.00822,0.161,0.0713,0.782,0.974,0.396,10.0,1.0,202.163,342307.0,18.0
459,"Praeludium et Fuga in E-Dur, BWV 566: Fuga",Johann Sebastian Bach,0.938,0.157,0.033,0.147,0.114,0.138,4.0,1.0,83.798,486413.0,8.0
460,Dejame Conocerte,Los Salvajes De Chihuahua,0.067,0.75,0.0305,0.759,0.327,0.713,5.0,0.0,117.976,182674.0,21.0
461,"12 Etudes, Op.25: No.3 In F",Frédéric Chopin,0.991,0.338,0.038,0.0667,0.0709,0.221,0.0,1.0,139.594,118640.0,15.0
462,Etude Op. 10 : No. 12 in C Minor,Frédéric Chopin,0.99,0.286,0.0315,0.111,0.151,0.115,5.0,0.0,132.153,177733.0,14.0
463,"Violin Sonata No. 25 in D Minor, B. d2: II. Allegro",Giuseppe Tartini,0.993,0.656,0.0687,0.0289,0.301,0.872,5.0,1.0,67.027,131698.0,2.0
464,"Études, Op. 25: I. Etude in A-Flat Major ""Aeolian Harp""",Frédéric Chopin,0.982,0.326,0.0357,0.0453,0.073,0.0395,8.0,1.0,107.671,151067.0,24.0
465,"Yes, I Believe",Point Of Grace,0.57,0.378,0.0318,0.53,0.098,0.204,10.0,1.0,141.886,280467.0,15.0
466,Enter Sandman,U2,0.00386,0.324,0.061,0.891,0.97,0.453,10.0,0.0,137.843,374120.0,23.0
467,Isochronic Tones Brainwave (256 Hz),Meditation Mantras Guru,0.972,0.21,0.0409,0.0277,0.0732,0.0333,7.0,1.0,129.889,207805.0,21.0
468,Alaba A Dios (Feat Ricardo Rodriguez) (En Vivo),Danny Berrios,0.175,0.518,0.0306,0.795,0.751,0.237,2.0,1.0,140.029,314018.0,23.0
469,The Ghost Of Tom Joad (with Tom Morello),Bruce Springsteen,0.169,0.221,0.0808,0.906,0.971,0.249,4.0,0.0,169.802,482493.0,30.0
470,"12 Etudes, Op.25: No.2 In F Minor",Frédéric Chopin,0.993,0.26,0.0383,0.0451,0.0568,0.328,5.0,0.0,60.753,87400.0,16.0
471,"Been A Son - Live In Amsterdam At Paradiso, November 25, 1991",Nirvana,0.000241,0.243,0.0751,0.971,0.866,0.309,4.0,0.0,148.184,127307.0,29.0
472,Holy Is The Lord,Maranatha! Instrumental,0.213,0.406,0.0348,0.616,0.151,0.437,9.0,1.0,173.994,300680.0,28.0
473,Mi Tierra Es Leon Guanajuato,Gerardo Reyes,0.623,0.636,0.0369,0.445,0.0357,0.746,7.0,1.0,85.001,168000.0,29.0
474,A New Wind for Tomorrow (Live),Tokyo Philharmonic Orchestra,0.9,0.26,0.0346,0.215,0.692,0.236,0.0,1.0,100.554,128225.0,16.0
475,"If I Had the World to Give - Live at Nationwide Arena, Columbus, OH 11/25/17",Dead & Company,0.665,0.496,0.0321,0.189,0.305,0.287,0.0,1.0,122.747,410498.0,12.0
476,"12 Etudes, Op.25: No.7 In C-Sharp Minor",Frédéric Chopin,0.995,0.334,0.0481,0.0187,0.0983,0.0386,1.0,0.0,87.205,321573.0,19.0
477,I Think It Is Beautiful That You Are 256 Colors Too,Black Moth Super Rainbow,0.146,0.335,0.0789,0.925,0.142,0.442,8.0,0.0,105.232,141280.0,16.0
478,Downtown (feat. Petula Clark),The Saw Doctors,0.172,0.457,0.0688,0.89,0.12,0.526,11.0,1.0,122.634,182575.0,30.0
479,I Believe I'll Dust My Broom - SA.2581-1,Robert Johnson,0.938,0.707,0.062,0.276,0.0862,0.868,9.0,1.0,101.673,179533.0,25.0
480,Aprende A Llorar,Los Rehenes,0.481,0.526,0.025,0.554,0.265,0.435,4.0,1.0,84.411,199600.0,20.0
481,Let's Go Rock And Roll,KC & The Sunshine Band,0.077,0.719,0.0443,0.765,0.223,0.877,0.0,1.0,143.821,214227.0,18.0
482,"Recercada sobre ""El passamezzo moderno""",Diego Ortiz,0.939,0.467,0.0447,0.315,0.125,0.457,7.0,1.0,126.818,79707.0,2.0
483,A Blue Mood,Allen Toussaint,0.794,0.631,0.0302,0.215,0.103,0.517,0.0,1.0,97.865,130038.0,24.0
484,"Mozart: Piano Concerto No. 25 in C Major, K. 503: III. Allegretto",Wolfgang Amadeus Mozart,0.98,0.272,0.0349,0.105,0.0976,0.23,0.0,1.0,86.664,540613.0,27.0
485,El Bandolero,Los Potros,0.41,0.793,0.0305,0.521,0.242,0.941,7.0,1.0,130.251,237493.0,20.0
486,Man on Fire,Mino,0.207,0.616,0.314,0.766,0.423,0.491,10.0,1.0,90.831,237600.0,12.0
487,Outro - Jewlz da Hoodwatcher,257ers,0.0265,0.706,0.105,0.518,0.0711,0.489,0.0,1.0,119.885,128933.0,18.0
488,Hazme Olvidarla,Conjunto Primavera,0.205,0.679,0.0335,0.694,0.0349,0.718,2.0,1.0,102.912,179333.0,28.0
489,"Études, Op. 25: No. 9 in G-Flat Major",Frédéric Chopin,0.983,0.476,0.0588,0.186,0.136,0.196,6.0,1.0,103.92,67573.0,11.0
490,Wasp Nest - Live at Berkeley 9/25/18,The National,0.0299,0.395,0.0467,0.255,0.925,0.109,5.0,1.0,79.046,272747.0,24.0
491,Fratelli Chase,Dave Grusin,0.394,0.735,0.0603,0.441,0.117,0.483,2.0,0.0,79.978,167627.0,30.0
492,"Trovões e Chuva, Pt. 25",Para Dormir,0.293,0.24,0.0585,0.936,0.419,0.00727,2.0,1.0,60.84,61563.0,20.0
493,Circus Envy - Remastered,R.E.M.,0.031,0.331,0.0544,0.982,0.14,0.494,2.0,1.0,135.068,255360.0,30.0
494,The Boys of 25 / The Glass of Beer,Aly Bain,0.634,0.533,0.0417,0.861,0.285,0.969,7.0,1.0,121.252,159267.0,24.0
495,Indian Cars,Keith Secola,0.107,0.618,0.0435,0.476,0.0798,0.665,3.0,1.0,117.186,210893.0,30.0
496,Trading Taps,Bill Whelan,0.762,0.497,0.0916,0.487,0.0823,0.6,2.0,1.0,130.319,284493.0,25.0
497,"The Four Horsemen (Live at the Aragon Ballroom, Chicago, IL - May 25th, 1986)",Metallica,0.277,0.244,0.122,0.975,0.623,0.123,0.0,1.0,124.91,320833.0,19.0
498,25 3°N 91 7°E,Chris Christodoulou,0.92,0.532,0.028,0.624,0.0795,0.317,5.0,1.0,89.962,256500.0,29.0
499,"If I Had the World to Give - Live at Nationwide Arena, Columbus, OH 11/25/17",Dead & Company,0.665,0.496,0.0321,0.189,0.305,0.287,0.0,1.0,122.747,410498.0,12.0
500,"12 Etudes, Op. 25: Etude No. 23 in A Minor, Op. 25, No. 11, ""Winter Wind""",Frédéric Chopin,0.957,0.341,0.041,0.233,0.161,0.0993,9.0,0.0,120.561,216547.0,18.0
501,A New Wind for Tomorrow (Live),Tokyo Philharmonic Orchestra,0.9,0.26,0.0346,0.215,0.692,0.236,0.0,1.0,100.554,128225.0,16.0
502,Subido en el Palo - En Vivo,La Banda Gorda,0.51,0.624,0.12,0.478,0.226,0.851,4.0,1.0,117.761,282277.0,4.0
503,The System Only Dreams in Total Darkness - Live at Berkeley 9/25/18,The National,0.00224,0.478,0.155,0.654,0.618,0.348,10.0,0.0,114.049,288009.0,26.0
504,We Fall Down - Instrumental,Maranatha! Instrumental,0.582,0.652,0.0359,0.418,0.0749,0.111,7.0,1.0,75.011,247467.0,26.0
505,"12 Etudes, Op.25: No.6 In G Sharp Minor",Frédéric Chopin,0.988,0.265,0.0348,0.203,0.1,0.128,8.0,0.0,143.574,121600.0,22.0
506,Past Voices,Taylor Eigsti,0.975,0.362,0.0424,0.0931,0.0942,0.16,6.0,1.0,72.58,305467.0,16.0
507,"Les Ombres errantes: 25ème ordre, 4ème livre",François Couperin,0.996,0.388,0.05,0.018,0.189,0.18,0.0,0.0,74.638,228832.0,15.0
508,Etude Op. 25 : No. 11 in A Minor,Frédéric Chopin,0.989,0.282,0.0375,0.212,0.0916,0.0674,9.0,0.0,101.841,255053.0,13.0
509,"Études, Op. 25: No. 1 in A-Flat Major",Frédéric Chopin,0.99,0.278,0.0388,0.0269,0.0705,0.0343,8.0,1.0,70.018,174267.0,16.0
510,"25 to Life feat. Juvenile, Xzibit, Reptile, Ja Rule",Nature,0.197,0.73,0.325,0.572,0.0888,0.679,10.0,0.0,96.184,244169.0,25.0
511,"Seek & Destroy (Live at the Aragon Ballroom, Chicago, IL - May 25th, 1986)",Metallica,0.163,0.231,0.133,0.966,0.753,0.356,4.0,0.0,157.456,441605.0,22.0
512,"12 Etudes, Op.25: No.6 In G Sharp Minor",Frédéric Chopin,0.979,0.272,0.039,0.205,0.111,0.137,8.0,0.0,72.906,125933.0,29.0
513,"12 Etudes, Op.25: No.6 In G Sharp Minor",Frédéric Chopin,0.979,0.272,0.039,0.205,0.111,0.137,8.0,0.0,72.906,125933.0,18.0
514,Etude Op. 10 : No. 8 in F Major,Frédéric Chopin,0.992,0.282,0.0351,0.144,0.118,0.247,5.0,1.0,77.252,159960.0,15.0
515,"Swan Lake, Op. 20, Act III No. 25: Act IV By the Lake: No. 25. Entr'acte: Moderato",Pyotr Ilyich Tchaikovsky,0.938,0.333,0.0468,0.0058,0.0952,0.0519,1.0,1.0,110.997,125200.0,26.0
516,Strictly Business,EPMD,0.155,0.661,0.211,0.899,0.103,0.748,10.0,0.0,96.309,284067.0,19.0
517,"Ocean Sounds, Pt. 25",Sleepy John,0.9,0.324,0.0425,0.423,0.192,0.0207,0.0,1.0,174.786,60857.0,28.0
518,Qué Culpa Tengo Yo,Patrulla 81,0.437,0.754,0.0658,0.818,0.421,0.963,7.0,1.0,132.013,153093.0,25.0
519,Bis Einer Weint,257ers,0.00572,0.662,0.117,0.907,0.0825,0.343,11.0,0.0,127.983,187573.0,27.0
520,"Études, Op. 25: No. 2 in F Minor",Frédéric Chopin,0.989,0.212,0.0387,0.107,0.062,0.0572,5.0,0.0,107.359,101613.0,21.0
521,Regen und Donner - Teil 25,Regengeräusche Orchester,0.0314,0.24,0.425,0.988,0.682,0.00633,1.0,1.0,52.388,83219.0,24.0
522,Desde Que Te Ví,Los Angeles Azules,0.474,0.59,0.0588,0.467,0.11,0.497,11.0,1.0,183.135,172307.0,24.0
523,Making the Plane - Instrumental,John Williams,0.872,0.563,0.0527,0.355,0.148,0.601,0.0,1.0,77.66,52453.0,28.0
524,Agnus Dei / Bow Down,CeCe Winans,0.631,0.31,0.035,0.454,0.709,0.21,6.0,1.0,104.125,436880.0,12.0
525,L'altru pratu,Chjami Aghjalesi,0.689,0.607,0.028,0.318,0.321,0.63,6.0,1.0,96.06,108733.0,1.0
526,Silhouettes,The Rays,0.805,0.48,0.0434,0.39,0.119,0.572,7.0,1.0,119.47,162667.0,20.0
527,"Études, Op. 10: No. 1 in C Major ""Waterfall""",Frédéric Chopin,0.955,0.135,0.0354,0.316,0.179,0.277,0.0,1.0,77.127,123840.0,23.0
528,¿Por Qué?,Duelo,0.12,0.659,0.115,0.687,0.0912,0.835,0.0,1.0,154.911,171747.0,27.0
529,A Chill,Alex Cortiz,0.425,0.733,0.0478,0.356,0.0686,0.338,1.0,1.0,89.917,311227.0,27.0
530,Circus Envy - Remastered,R.E.M.,0.031,0.331,0.0544,0.982,0.14,0.494,2.0,1.0,135.068,255360.0,30.0
531,Etude Op. 10 : No. 6 in E-Flat Minor,Frédéric Chopin,0.996,0.311,0.035,0.00625,0.102,0.0754,8.0,0.0,68.286,195987.0,15.0
